episode,score,moving_avg_100,loss
1,-248.3409697770417,-248.3409697770417,0.9547126293182373
2,-192.21190219348827,-220.27643598526498,2.549950122833252
3,-152.9119649395907,-197.82161230337354,2.116086721420288
4,-88.86199937256555,-170.58170907067154,2.269231081008911
5,-51.8164718309022,-146.82866162271768,2.520644187927246
6,-98.49106658062624,-138.7723957823691,2.4585835933685303
7,-349.0573580338214,-168.81310467543372,2.5457100868225098
8,-373.2869274918356,-194.37233252748393,0.722061812877655
9,-97.03726260330622,-183.55732475813087,2.1895012855529785
10,-128.81996463332024,-178.08358874564982,0.9241247773170471
11,-259.10454350377324,-185.4491300872974,0.6192344427108765
12,-157.07635065542735,-183.0847318013082,0.7559241056442261
13,-147.2032093384228,-180.32461468877858,0.8141714334487915
14,-38.07958222759241,-170.16425522726527,1.7368495464324951
15,-173.23767033812766,-170.36914956798944,0.7493560910224915
16,-266.12173618039276,-176.35368623126465,0.5641369819641113
17,-177.97133565576428,-176.4488420797646,0.47584155201911926
18,-131.86987617087573,-173.9722328626041,3.755394458770752
19,-185.79350711662272,-174.59440519176297,0.5661419034004211
20,-115.91436535287276,-171.66040319981846,0.34377527236938477
21,-237.50333131976961,-174.79578072933995,0.8840704560279846
22,-195.8571128658441,-175.75311400827195,0.724101722240448
23,-196.11497015260417,-176.63841210150377,0.6910050511360168
24,-184.002992288087,-176.94526960927814,0.33461999893188477
25,-135.8864486688542,-175.3029167716612,1.3310906887054443
26,-90.36021492858737,-172.0358897776968,1.174372673034668
27,-151.09826784552007,-171.2604222987273,2.0012431144714355
28,-208.10954153297743,-172.57646227137909,3.2646377086639404
29,-175.18612795929215,-172.6664507433761,0.31417974829673767
30,-265.47953568226757,-175.76022024133914,1.8758869171142578
31,-80.84772616147067,-172.69852688392405,0.3576740622520447
32,-57.884100112822765,-169.1105760473271,0.7968281507492065
33,-145.74126882324651,-168.40241522235496,0.5530082583427429
34,-60.90686820338137,-165.24078148650278,1.8647023439407349
35,-59.68711352827755,-162.22496240198205,2.0503368377685547
36,-94.62330124917727,-160.34713848107083,0.5416879057884216
37,-86.96779487277968,-158.36391297814401,2.745943307876587
38,-155.29902575139943,-158.28325805112442,1.3911194801330566
39,-59.347775628003674,-155.74645080950594,0.29117923974990845
40,-141.33819705746902,-155.38624446570503,0.48425352573394775
41,-82.31821521918701,-153.6040974109119,0.3367592990398407
42,-265.7628142620838,-156.27454305022553,0.3231685757637024
43,-91.85426682426467,-154.77639709148224,2.230233907699585
44,-127.20863752323811,-154.14985710129488,1.8117179870605469
45,-83.11035125769749,-152.5712014158816,1.976217269897461
46,-260.90919409831594,-154.92637516984757,1.9417730569839478
47,-19.906737955292073,-152.05361693124,0.391591340303421
48,-109.4795602830929,-151.16665741773696,2.457998514175415
49,-197.73728489670214,-152.11707838669543,1.8261210918426514
50,-26.627480554021517,-149.60728643004194,1.05213463306427
51,-68.6848433002402,-148.02057185886937,0.5523378849029541
52,7.086557555950549,-145.0377424470459,0.911370038986206
53,-130.74307380558452,-144.76803171796172,1.7460918426513672
54,-91.17778288723774,-143.77561970257796,0.48078620433807373
55,-52.398027881537466,-142.11420894219538,1.982598066329956
56,-99.67350716771763,-141.35633926765115,1.8329529762268066
57,-103.31465308536669,-140.68894126445318,0.7948705554008484
58,-119.23840204752199,-140.31910438140264,0.3996257781982422
59,-81.35392782387522,-139.31969460924117,0.3737601041793823
60,-206.2869985775092,-140.43581634204563,0.7445257902145386
61,-38.5083962572766,-138.76487502918056,1.9035849571228027
62,-120.76145340718041,-138.47449726108377,0.5200076103210449
63,-50.39111088479328,-137.07634827098394,0.3568522334098816
64,-69.88432277097473,-136.0264728725463,2.005054235458374
65,-62.53695678872626,-134.8958649327952,1.8602997064590454
66,-49.592361430240814,-133.60338760699895,1.914440393447876
67,-111.46005763236533,-133.27289014469096,2.2813713550567627
68,-77.93370536528755,-132.45907860381737,1.681348443031311
69,-124.8536813201741,-132.34885545477906,0.3241598606109619
70,-54.840315379289336,-131.24159059655778,0.5372189879417419
71,-81.98830640945266,-130.54788236857038,2.5452942848205566
72,-26.607267556956373,-129.1042627184091,1.2405890226364136
73,-121.50804851513203,-129.00020498959708,1.8428400754928589
74,-72.04111552266582,-128.23048756436827,0.4959048628807068
75,-101.05724386786557,-127.86817764841493,0.8787226676940918
76,-112.5998610723806,-127.66727874609869,0.565648078918457
77,7.2400969222030795,-125.9152349062506,0.34786444902420044
78,10.117279719927254,-124.17122830847909,2.1500203609466553
79,-240.48202301772974,-125.64351684910253,0.5644088387489319
80,-63.42862432157418,-124.86583069250841,1.0712344646453857
81,-86.47707780709635,-124.39189547170086,3.06142520904541
82,-108.96031585003139,-124.20370547631465,2.0576632022857666
83,-81.5761430074837,-123.69012038632873,0.6796466708183289
84,-47.830686434380354,-122.78703188690076,0.693260669708252
85,-89.78901378971122,-122.39881990928679,0.4370390772819519
86,-90.27709900284381,-122.02531152665372,0.6311765909194946
87,-2.877370399780773,-120.65579496197704,1.1021116971969604
88,-105.70883454540062,-120.48594313906138,0.7243638038635254
89,-74.02332625034717,-119.9638912639073,3.031888008117676
90,-133.3278316971249,-120.11237949094304,3.9121522903442383
91,-51.252528258462334,-119.35567782904765,5.078213691711426
